Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
TCRX,"THL Credit, Inc.",25.43,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/tcrx
TCRZ,"THL Credit, Inc.",25.5,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,41.46,$31.19B,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",64.34,$3.38B,n/a,Consumer Non-Durables,Homebuilding,http://www.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,4.73,$222.63M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tdw
TIER,"TIER REIT, Inc.",15.03,$717.51M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tier
TIF,Tiffany & Co.,61.64,$7.77B,1987,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/tif
TLYS,"Tilly&#39;s, Inc.",6,$170.99M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,10.1,$4.89B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu
TIME,Time Inc.,17.5,$1.78B,2014,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/time
TWX,Time Warner Inc.,71.81,$56.47B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx
TKR,Timken Company (The),32.66,$2.59B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tkr
TMST,Timken Steel Corporation,10.49,$463.87M,2014,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/tmst
TWI,"Titan International, Inc.",6.53,$352.52M,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/twi
TJX,"TJX Companies, Inc. (The)",77.26,$51.08B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx
TOL,Toll Brothers Inc.,27.42,$4.55B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tol
TR,"Tootsie Roll Industries, Inc.",36.79,$2.3B,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,37.19,$1.43B,2015,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/bld
TMK,Torchmark Corporation,60.93,$7.35B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/tmk
TMK^B,Torchmark Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^b
TMK^C,Torchmark Corporation,26.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tmk^c
TTC,Toro Company (The),87.6,$4.82B,n/a,Capital Goods,Tools/Hardware,http://www.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),44.01,$81.59B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/td
NDP,"Tortoise Energy Independence Fund, Inc.",14.65,$212.66M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ndp
TYG,Tortoise Energy Infrastructure Corporation,30.18,$853.98M,2004,n/a,n/a,http://www.nasdaq.com/symbol/tyg
NTG,"Tortoise MLP Fund, Inc.",18.23,$856.81M,2010,n/a,n/a,http://www.nasdaq.com/symbol/ntg
TTP,"Tortoise Pipeline & Energy Fund, Inc.",18.54,$185.7M,2011,n/a,n/a,http://www.nasdaq.com/symbol/ttp
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",19.29,$134.09M,2009,n/a,n/a,http://www.nasdaq.com/symbol/tpz
TSS,"Total System Services, Inc.",52.72,$9.68B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tss
TOT,"TotalFinaElf, S.A.",48.57,$113.66B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/tot
TOWR,"Tower International, Inc.",21.46,$454.16M,2010,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/towr
TSQ,"Townsquare Media, Inc.",8.78,$161.5M,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,107.12,$162.7B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tm
TSLX,"TPG Specialty Lending, Inc.",16.69,$991.58M,2014,n/a,n/a,http://www.nasdaq.com/symbol/tslx
TAC,TransAlta Corporation,5.18,$1.49B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tac
TRP,TransCanada Corporation,44.65,$31.37B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trp
TCI,"Transcontinental Realty Investors, Inc.",9.35,$81.51M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,262.74,$13.92B,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/tdg
TLP,Transmontaigne Partners L.P.,40.24,$649.16M,2005,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/tlp
RIG,Transocean Ltd.,11.39,$4.16B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rig
RIGP,Transocean Partners LLC,12.59,$862.43M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rigp
TGS,Transportadora De Gas Sa Ord B,6.65,$1.06B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tgs
TRU,TransUnion,33.17,$6.05B,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tru
TA,TravelCenters of America LLC,8.23,$319.31M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ta
TANN,TravelCenters of America LLC,25.705,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tann
TANO,TravelCenters of America LLC,25.03,n/a,2014,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tano
TANP,TravelCenters of America LLC,25.49,n/a,2015,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/tanp
TVPT,Travelport Worldwide Limited,12.74,$1.58B,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tvpt
TRR,"TRC Companies, Inc.",6.54,$203.2M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/trr
TREC,Trecora Resources,10.11,$247.72M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/trec
TG,Tredegar Corporation,16.34,$535.62M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tg
THS,"Treehouse Foods, Inc.",97.07,$5.48B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ths
TRMR,"Tremor Video, Inc.",1.65,$86.98M,2013,Technology,Advertising,http://www.nasdaq.com/symbol/trmr
TREX,"Trex Company, Inc.",42.01,$1.23B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,20.3,$1.28B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,51.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ty^
TPH,"TRI Pointe Group, Inc.",11.99,$1.94B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/tph
TCAP,Triangle Capital Corporation,18.61,$624.86M,2007,n/a,n/a,http://www.nasdaq.com/symbol/tcap
TCCA,Triangle Capital Corporation,25.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tcca
TCCB,Triangle Capital Corporation,25.635,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tccb
TRCO,Tribune Media Company,37.19,$3.42B,2014,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/trco
TSL,Trina Solar Limited,7.53,$697.15M,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/tsl
TNET,"TriNet Group, Inc.",20.8,$1.47B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",19,$2.87B,n/a,Capital Goods,Railroads,http://www.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,46.76,$2.2B,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,10.73,$175.42M,2014,n/a,n/a,http://www.nasdaq.com/symbol/tpvg
TPVZ,TriplePoint Venture Growth BDC Corp.,25.5,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/tpvz
GTS,Triple-S Management Corporation,24.92,$616.76M,2007,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/gts
TGI,"Triumph Group, Inc.",39.1,$1.94B,1996,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/tgi
TROX,Tronox Limited,4.52,$525.15M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/trox
TBI,"TrueBlue, Inc.",19.43,$825M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/tbi
TNP,Tsakos Energy Navigation Ltd,5.21,$455.03M,2002,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/tnp
TNP^B,Tsakos Energy Navigation Ltd,24.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^b
TNP^C,Tsakos Energy Navigation Ltd,24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,22.89,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tnp^d
TUMI,"Tumi Holdings, Inc.",26.69,$1.81B,2012,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/tumi
TUP,Tupperware Brands Corporation,56.85,$2.87B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,9.03,$7.95B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tkc
TKF,"Turkish Investment Fund, Inc. (The)",8.54,$44.22M,1989,n/a,n/a,http://www.nasdaq.com/symbol/tkf
TPB,"Turning Point Brands, Inc.",10.26,$183.31M,2016,Consumer Non-Durables,Tobacco,http://www.nasdaq.com/symbol/tpb
TRQ,Turquoise Hill Resources Ltd.,3.46,$6.96B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/trq
TPC,Tutor Perini Corporation,23.55,$1.16B,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,http://www.nasdaq.com/symbol/tpc
TWTR,"Twitter, Inc.",16.32,$11.45B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/twtr
TWO,Two Harbors Investments Corp,8.6,$2.99B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/two
TYC,Tyco International plc,43.18,$18.37B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tyc
TYL,"Tyler Technologies, Inc.",154.34,$5.57B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/tyl
TSN,"Tyson Foods, Inc.",62.18,$23.04B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn
TSNU,"Tyson Foods, Inc.",69.21,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsnu
USB,U.S. Bancorp,41.37,$71.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb
USB^A,U.S. Bancorp,842.01,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/usb^a
USB^H,U.S. Bancorp,24.0499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^h
USB^M,U.S. Bancorp,31.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^m
USB^N,U.S. Bancorp,26.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^n
USB^O,U.S. Bancorp,27.29,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/usb^o
USPH,"U.S. Physical Therapy, Inc.",60.69,$758.79M,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/usph
SLCA,"U.S. Silica Holdings, Inc.",34.48,$2.19B,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/slca
UBS,UBS AG,15.44,$57.44B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/ubs
UCP,"UCP, Inc.",7.91,$63.48M,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ucp
UGI,UGI Corporation,43.98,$7.59B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ugi
UGP,Ultrapar Participacoes S.A.,21.39,$11.9B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ugp
UMH,"UMH Properties, Inc.",10.97,$298.71M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/umh
UMH^A,"UMH Properties, Inc.",25.9243,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^a
UMH^B,"UMH Properties, Inc.",26.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/umh^b
UA,"Under Armour, Inc.",38.36,$16.75B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ua
UA.C,"Under Armour, Inc.",n/a,n/a,2016,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ua.c
UFI,"Unifi, Inc.",26.95,$480.79M,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/ufi
UNF,Unifirst Corporation,113.49,$2.29B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/unf
UN,Unilever NV,45.4,$137.33B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/un
UL,Unilever PLC,46.35,$140.2B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ul
UNP,Union Pacific Corporation,87.65,$73.72B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/unp
UIS,Unisys Corporation,7.5,$375.43M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/uis
UNT,Unit Corporation,17.25,$887.03M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/unt
UAL,"United Continental Holdings, Inc.",44.86,$15.11B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ual
UDR,"United Dominion Realty Trust, Inc.",35.19,$9.4B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/udr
UMC,United Microelectronics Corporation,1.95,$4.85B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/umc
UPS,"United Parcel Service, Inc.",106.67,$94.15B,1999,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/ups
URI,"United Rentals, Inc.",68.96,$6.1B,1997,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/uri
USM,United States Cellular Corporation,38.9,$3.28B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
UZA,United States Cellular Corporation,25.6428,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uza
UZB,United States Cellular Corporation,26.69,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzb
UZC,United States Cellular Corporation,25.82,n/a,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uzc
X,United States Steel Corporation,17.4,$2.55B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/x
UTX,United Technologies Corporation,101.57,$85B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx
UNH,UnitedHealth Group Incorporated,138.19,$131.39B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/unh
UTL,UNITIL Corporation,42.02,$590.12M,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/utl
UNVR,Univar Inc.,18.27,$2.52B,2015,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/unvr
UAM,Universal American Corp.,8.35,$712.79M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/uam
UVV,Universal Corporation,54.76,$1.24B,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/uvv
UHT,Universal Health Realty Income Trust,55.1,$734.38M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uht
UHS,"Universal Health Services, Inc.",132.66,$12.87B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/uhs
UVE,UNIVERSAL INSURANCE HOLDINGS INC,18.18,$642.32M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/uve
UTI,Universal Technical Institute Inc,2.96,$72.06M,2003,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/uti
UNM,Unum Group,34.4,$8.18B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/unm
UE,Urban Edge Properties,27.86,$2.77B,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/ue
UBA,Urstadt Biddle Properties Inc.,23.41,$842.12M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/uba
UBP,Urstadt Biddle Properties Inc.,20.9399,$753.26M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ubp
UBP^F,Urstadt Biddle Properties Inc.,26.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^f
UBP^G,Urstadt Biddle Properties Inc.,27.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubp^g
USFD,US Foods Holding Corp.,23.89,$5.1B,2016,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/usfd
USAC,"USA Compression Partners, LP",14.93,$808.58M,2013,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/usac
USNA,"USANA Health Sciences, Inc.",115.01,$1.38B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/usna
USDP,USD Partners LP,9.8,$222.38M,2014,Transportation,Railroads,http://www.nasdaq.com/symbol/usdp
USG,USG Corporation,26.38,$3.85B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/usg
BIF,"USLIFE Income Fund, Inc.",8.055,$205.37M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bif
VFC,V.F. Corporation,64.81,$27.03B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vfc
EGY,Vaalco Energy Inc,1.02,$59.67M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egy
MTN,"Vail Resorts, Inc.",136.92,$4.95B,1997,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/mtn
VALE,VALE S.A.,4.63,$24.28B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/vale
VALE.P,VALE S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vale.p
VRX,"Valeant Pharmaceuticals International, Inc.",21.64,$7.38B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrx
VLO,Valero Energy Corporation,52.47,$24.65B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo
VLP,Valero Energy Partners LP,45.96,$3.04B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/vlp
VHI,"Valhi, Inc.",1.82,$617.24M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/vhi
VR,"Validus Holdings, Ltd.",46.83,$3.82B,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/vr
VR^A,"Validus Holdings, Ltd.",24.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vr^a
VLY,Valley National Bancorp,9.11,$2.32B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly
VLY.WS,Valley National Bancorp,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vly.ws
VLY^A,Valley National Bancorp,28.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly^a
VMI,"Valmont Industries, Inc.",136.45,$3.1B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vmi
VAL,Valspar Corporation (The),108.33,$8.59B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/val
VNTV,"Vantiv, Inc.",53.42,$10.22B,2012,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vntv
VAR,"Varian Medical Systems, Inc.",82.24,$7.83B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/var
VGR,Vector Group Ltd.,21.77,$2.69B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/vgr
VVC,Vectren Corporation,51.48,$4.26B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/vvc
VEC,"Vectrus, Inc.",26.4,$281.76M,2014,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/vec
VEDL,Vedanta  Limited,7.29,$5.4B,2013,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vedl
VEEV,Veeva Systems Inc.,34.04,$4.59B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/veev
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporati",26.62,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtrb
VTR,"Ventas, Inc.",69.88,$23.63B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtr
VER,VEREIT Inc.,9.83,$8.89B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ver
VER^F,VEREIT Inc.,25.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ver^f
PAY,"Verifone Systems, Inc.",18.55,$2.05B,2005,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pay
VRTV,Veritiv Corporation,39,$624.03M,2014,Consumer Services,Paper,http://www.nasdaq.com/symbol/vrtv
VZ,Verizon Communications Inc.,54.1,$220.53B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vz
VZA,Verizon Communications Inc.,27.53,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vza
VET,Vermilion Energy Inc.,33.56,$3.87B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/vet
VVI,Viad Corp,31.02,$628.2M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/vvi
VCO,Vina Concha Y Toro,32.9199,$1.23B,1994,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/vco
VNCE,Vince Holding Corp.,5.23,$256.1M,2013,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/vnce
VMEM,"Violin Memory, Inc.",1.05,$105.14M,2013,Technology,Electronic Components,http://www.nasdaq.com/symbol/vmem
VIPS,Vipshop Holdings Limited,11.43,$6.7B,2012,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/vips
VGI,Virtus Global Multi-Sector Income Fund,15.0533,$169.43M,2012,n/a,n/a,http://www.nasdaq.com/symbol/vgi
DCA,Virtus Total Return Fund,4.54,$124.7M,2005,n/a,n/a,http://www.nasdaq.com/symbol/dca
V,Visa Inc.,77.33,$167.74B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/v
VSH,"Vishay Intertechnology, Inc.",13.39,$1.98B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vsh
VPG,"Vishay Precision Group, Inc.",13.43,$176.98M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/vpg
VSTO,Vista Outdoor Inc.,48.01,$2.92B,2015,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/vsto
VC,Visteon Corporation,72.79,$2.48B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/vc
VSI,"Vitamin Shoppe, Inc",30.29,$735.11M,2009,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/vsi
VSLR,"Vivint Solar, Inc.",3.27,$350.48M,2014,Capital Goods,Building Products,http://www.nasdaq.com/symbol/vslr
VMW,"Vmware, Inc.",60.98,$25.87B,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw
